GephiData
idItem,date,client,usercategory,profile,location,typeTrans,amount,balance,clientB,profileB,locationB,balanceB,Class,suspicious
865,2014-02-28 14:06:47,C1326161533,2,1,5,5,28672.58,29093.14,C840289737,1,6,14117.31,0,0
866,2013-09-05 21:28:26,C1695183804,4,1,2,2,32360.45,24870.00,null,null,null,0.00,0,0
867,2013-12-06 08:51:57,C65760838,1,1,0,3,1147.99,6390.54,C685051954,1,0,4841.88,0,0
869,2013-12-12 06:57:32,C2094549520,1,1,4,3,17348.33,23944.73,C352469300,2,4,3287.39,0,0
870,2014-01-27 20:10:37,C737852970,2,1,2,3,25067.88,647.84,C1054674570,1,6,24377.19,0,0
871,2013-12-22 13:01:38,C397205682,1,1,6,5,27108.35,8883.50,C1727742665,2,6,23668.92,0,0
872,2013-11-10 00:18:11,C1813727307,2,1,0,4,14276.43,1125.72,C1312853052,1,0,29561.64,0,0
874,2013-10-01 09:31:38,C891860855,4,1,2,3,13923.46,16474.17,C1074412508,1,0,17965.79,0,0
875,2014-01-19 11:38:58,C172972909,4,1,3,3,25224.27,8773.07,C1392999621,1,5,4294.84,0,0
877,2014-02-15 12:50:11,C455038860,1,1,0,4,20205.88,9903.01,C1087061387,1,1,13110.62,0,0
878,2013-11-16 20:58:05,C349894096,4,1,6,1,22758.28,10549.86,null,null,null,0.00,0,0
880,2013-11-02 22:49:54,C2143440003,2,1,2,5,28286.76,10268.22,C2002390994,1,2,25469.40,0,0
882,2013-10-20 14:25:04,C2086367050,2,1,5,4,10569.93,28684.33,C344628862,1,6,27712.79,0,0
884,2013-10-06 07:06:17,C1012598604,3,1,5,5,13341.35,20839.66,C596385661,1,0,29347.50,0,0
885,2014-02-09 20:19:52,C565175842,1,1,1,3,34829.61,24597.72,C1211012646,2,1,26706.19,0,0
887,2013-10-18 17:14:56,C860333457,1,1,3,4,21112.87,26568.07,C347629531,1,1,7404.46,0,0
888,2013-10-19 13:36:26,C1575218081,3,1,0,4,18418.86,23385.97,C299297987,1,0,11374.85,0,0
890,2013-11-14 00:54:57,C1335092343,1,1,5,4,29168.28,18280.56,C1341516062,1,6,28528.23,0,0
893,2014-02-02 14:40:07,C694849048,2,1,1,4,4984.32,7649.29,F1749832834,2,4,31052.82,1,1
895,2013-09-07 10:23:57,C1871055651,4,1,3,4,14580.53,21787.87,C1140281,1,3,1453.13,0,0
896,2013-09-28 22:17:52,C1326523422,3,1,1,3,27662.05,26128.08,C492077074,1,3,32102.43,0,0
897,2014-02-28 09:41:23,C1321189723,2,1,0,2,6207.40,27135.56,null,null,null,0.00,0,0
898,2014-02-02 18:42:05,C10294441,3,1,2,2,5473.80,9449.85,null,null,null,0.00,0,0
899,2013-10-25 03:55:47,C661141334,1,1,1,3,18561.72,19033.03,C1029319801,1,0,22470.77,0,0
901,2013-10-02 06:48:25,F942175572,1,2,5,2,25711.65,51562.94,null,null,null,0.00,2,1
902,2013-11-26 17:01:28,C1383763999,1,1,3,3,6616.88,33440.56,C1531475469,1,6,21514.83,0,0
903,2013-12-11 19:46:38,C1547105498,2,1,0,1,4124.97,17089.18,null,null,null,0.00,0,0
904,2014-01-17 22:27:32,C890613721,1,1,0,4,29969.27,24512.30,C2137315958,1,0,6494.77,0,0
905,2013-12-29 15:35:10,C1837541424,3,1,0,4,19429.25,18305.18,C1459361227,1,3,13905.80,0,0
906,2014-01-18 15:07:51,C769657232,4,1,3,2,29670.42,23567.30,null,null,null,0.00,0,0
907,2013-12-22 09:00:23,C1324303345,4,1,3,1,13418.78,30193.16,null,null,null,0.00,0,0
908,2013-10-07 11:59:54,C813856187,2,1,4,4,20048.10,8704.36,C432612293,1,4,16168.13,0,0
909,2014-02-03 15:28:04,C1745982302,3,1,1,4,6697.70,3574.97,C708280348,1,2,17253.53,0,0
910,2014-02-20 04:49:21,C1998514976,2,1,0,2,5785.44,34547.61,null,null,null,0.00,0,0
913,2014-01-05 17:38:28,C1686223675,4,1,1,5,5318.76,5909.62,C12335315,2,2,7730.89,0,0
914,2013-09-11 09:06:36,C1326161533,2,1,4,3,2206.64,592.17,C903239994,1,1,17270.12,0,0
915,2014-02-05 00:35:39,C1271612377,1,1,6,4,32955.57,19741.27,C265679423,1,6,1081.23,0,0
919,2014-02-09 20:54:23,C1456052343,4,1,1,5,4154.05,27535.03,C1787018703,1,1,11734.57,0,0
920,2014-01-29 20:34:32,C1182731684,3,1,3,3,29852.39,31452.18,C1311554032,2,5,30592.69,0,0
921,2014-01-13 06:57:56,C541962468,2,1,1,3,23791.75,8624.54,C769005824,1,1,4762.79,0,0
922,2014-02-02 23:46:43,C812334513,4,1,4,4,29065.97,421.79,C1643034236,2,4,26200.92,0,0
924,2013-09-05 09:52:53,C1644281872,4,1,0,4,5475.49,15365.39,C1762338057,1,6,10035.02,0,0
925,2013-12-20 09:47:25,C1824364253,4,1,1,4,28811.16,2808.51,C1246805488,1,1,26806.80,0,0
928,2013-10-05 03:31:58,C1160732552,1,2,0,2,102684.99,41014.85,null,null,null,0.00,0,0
929,2013-09-16 04:36:13,C1365707607,3,1,0,4,27565.58,19745.25,C738038049,1,2,33779.23,0,0
930,2013-11-22 10:32:19,C1724500127,1,1,1,5,15300.43,28772.63,C1692828680,1,3,21093.67,0,0
931,2014-01-26 21:42:37,C2092879238,2,2,6,5,59343.43,14923.31,C395647393,1,6,78120.98,0,0
933,2013-10-18 21:41:14,C1915731411,2,1,0,4,117.57,1153.56,C858484522,1,0,33047.84,0,0
935,2014-01-05 06:30:19,C1563165722,4,1,2,4,18708.65,17831.78,C25303221,1,6,18953.24,0,0
937,2013-12-02 19:32:31,C1842503658,1,1,2,2,28449.24,30256.44,null,null,null,0.00,0,0
939,2013-11-01 09:07:53,C340449902,4,1,6,5,18932.38,27932.79,C1953939389,2,6,28654.72,0,0
941,2013-11-03 14:02:29,C1625853108,4,1,0,5,30592.05,32462.81,C1565452240,1,6,11013.76,0,0
943,2013-09-29 17:19:31,C1352327329,3,1,1,2,6128.91,8792.49,null,null,null,0.00,0,0
947,2013-10-14 18:30:58,C149446633,2,1,1,2,19714.57,8470.79,null,null,null,0.00,0,0
951,2014-01-14 20:51:08,C1880683456,4,1,0,4,10678.66,18589.57,C897895488,1,4,34074.33,0,0
952,2013-12-15 13:29:37,C640401340,1,1,5,2,24715.59,33693.56,null,null,null,0.00,0,0
953,2014-01-26 05:22:03,C715492196,2,1,1,4,31587.97,20498.33,C1339437078,2,0,24700.20,0,0
954,2013-12-07 03:34:13,C1365188590,4,1,2,5,30045.40,11911.98,C1855648418,1,2,34253.57,0,0
956,2013-12-26 08:53:32,C717964854,1,1,2,4,15002.49,14376.11,C1709445679,1,5,11814.99,0,0
958,2013-10-29 07:25:30,C1376552947,2,1,4,3,19196.60,23873.37,C81168692,2,2,13683.68,0,0
959,2014-01-11 21:23:52,C857987316,2,1,2,3,8559.84,12854.15,C1271612377,1,6,21500.54,0,0
965,2014-01-29 00:04:43,C1365707607,4,1,1,5,31651.86,19747.03,C1065060022,1,2,23971.76,0,0
966,2013-12-09 15:01:51,C1169127143,1,1,3,2,17966.64,33212.98,null,null,null,0.00,0,0
968,2013-12-14 05:31:16,C632537781,3,1,3,2,10372.45,32145.05,null,null,null,0.00,0,0
969,2013-09-26 22:58:47,C385827529,1,1,0,5,24990.74,16786.23,C1006453766,1,0,2733.31,0,0
970,2013-12-23 22:57:03,C1426082230,1,1,0,2,22566.90,2079.70,null,null,null,0.00,0,0
973,2013-09-28 21:34:12,C596219928,3,2,0,4,34722.24,54891.36,F855892949,2,3,127297.67,3,1
974,2014-02-09 00:15:27,C1256453766,1,1,3,5,25503.79,1892.22,C1020589170,1,4,3949.00,0,0
975,2013-11-12 08:11:31,C318488305,1,1,0,3,31042.52,12277.57,F93470495,2,5,1885.30,3,1
976,2013-09-15 22:57:00,C1690738561,1,1,6,3,3919.93,5336.68,C1073781243,1,6,10725.99,0,0
980,2013-12-18 22:01:08,C29299629,4,1,5,1,76.37,24708.24,null,null,null,0.00,0,0
981,2014-02-09 00:13:27,C1575153963,3,1,1,2,8365.14,6822.98,null,null,null,0.00,0,0
982,2013-09-10 00:26:19,C778785766,4,1,1,5,18581.71,13643.86,C1183708415,1,6,4415.98,0,0
988,2013-09-19 13:09:30,C288649079,2,2,3,5,44876.36,31072.26,C693957051,1,2,132264.67,0,0
990,2013-11-05 20:20:00,C2077028655,1,2,0,4,127065.00,75910.36,C1454007677,1,0,98404.52,0,0
992,2013-12-01 00:16:29,C595745009,3,2,5,4,5696.65,6997.15,C530293181,1,6,1981.78,0,0
994,2013-10-05 09:25:10,C1519550907,1,2,5,1,410.14,33909.46,null,null,null,0.00,0,0
995,2013-11-27 20:02:05,C1409979026,3,1,6,5,28175.20,11797.43,C388333094,2,2,5659.22,0,0
997,2013-12-06 11:02:09,F549088027,1,2,3,2,18150.95,99099.04,null,null,null,0.00,3,1
998,2013-12-27 06:49:43,C1619433273,3,1,0,3,63.66,13227.50,C1138483535,1,1,30871.30,0,0
999,2014-01-07 09:28:46,C1960112110,3,1,6,3,26552.80,30620.06,C632925108,1,6,3773.64,0,0
1000,2013-10-08 15:34:25,C1802185474,4,1,6,2,18077.75,23403.79,null,null,null,0.00,0,0
1002,2013-09-18 01:53:19,C1865053469,4,1,0,2,20310.64,16291.48,null,null,null,0.00,0,0
1003,2014-02-06 16:02:39,F1487661142,1,2,5,2,36461.13,14590.11,null,null,null,0.00,3,1
1005,2013-11-01 19:36:43,C501285976,3,1,2,3,6239.10,32663.67,C1575153963,2,2,16157.81,0,0
1006,2014-01-26 21:30:03,F313972303,1,2,0,2,52710.96,135313.64,null,null,null,0.00,3,1
1008,2014-01-13 13:17:28,C1065060022,1,1,2,4,31466.00,6120.32,C1376663632,1,0,29884.66,0,0
1011,2013-11-13 23:06:32,C1708545187,1,1,3,4,17611.63,10337.91,C256427228,1,3,24163.38,0,0
1013,2013-10-25 10:52:08,C73594452,1,1,3,3,25091.20,31879.67,C1182731684,2,3,19684.45,0,0
1014,2014-01-27 22:45:26,C905856813,2,1,0,4,22821.09,4108.43,C476682979,1,0,7591.86,0,0
1015,2013-11-19 18:22:25,C211652008,4,1,0,1,30887.80,18968.24,null,null,null,0.00,0,0
1018,2013-12-22 09:42:44,F1749832834,1,2,4,4,78918.63,117843.25,null,null,null,0.00,2,1
1019,2013-09-05 02:10:09,C1896561093,4,1,0,5,34841.14,8154.14,C1515113872,2,0,32384.04,0,0
1020,2013-10-14 04:46:47,C1625484467,1,1,0,1,19765.74,12810.62,null,null,null,0.00,0,0
1021,2014-01-27 14:05:08,C1575710763,1,1,2,3,34049.21,25152.60,C1461333098,1,2,16018.54,0,0
1024,2014-01-20 02:34:47,C2131781898,4,1,3,2,28056.67,18829.29,null,null,null,0.00,0,0
1026,2013-12-14 08:20:52,C438786606,4,1,0,4,890.31,4254.99,C1438585100,1,0,31836.42,0,0
1027,2013-09-24 02:20:15,C1323403440,1,1,6,5,28725.33,32987.09,C219562637,1,6,19950.53,0,0
1029,2013-10-08 15:12:38,C1563165722,4,1,2,4,19030.37,13277.72,C219271665,1,0,25753.61,0,0
1037,2014-02-08 10:35:30,C1665938982,1,1,3,2,34426.67,604.27,null,null,null,0.00,0,0
1038,2014-01-11 00:48:04,C841975445,1,1,1,5,31365.22,33787.01,F283407368,2,1,9359.89,2,1
1042,2014-01-04 22:48:22,C1404415528,1,1,5,4,20072.61,2550.75,C1155808606,1,1,13579.25,0,0
1045,2013-10-26 20:57:14,C1196954501,4,1,2,4,17748.45,9058.63,C860052087,1,2,226.14,0,0
1046,2014-01-30 13:48:05,C2051017350,1,1,6,1,20056.27,32722.74,null,null,null,0.00,0,0
1047,2014-01-13 14:05:57,C1554225521,2,1,0,5,522.86,33041.42,C2137315958,1,0,23776.70,0,0
1049,2013-11-04 23:38:36,C1220504260,3,1,0,1,14465.47,29877.34,null,null,null,0.00,0,0
1052,2013-10-15 09:06:15,C1852634372,4,1,6,5,19746.21,19987.41,C38514494,1,6,9188.71,0,0
1053,2013-12-01 20:44:58,C52978156,4,1,5,1,16569.73,9285.21,null,null,null,0.00,0,0
1054,2014-01-04 07:49:16,C1443135605,3,2,0,4,89553.34,29626.91,C501926505,1,0,14070.16,0,0
1056,2014-01-20 11:29:57,C37023679,3,1,0,4,20615.73,31446.19,C390728594,1,6,4680.66,0,0
1057,2013-12-20 16:22:12,C341652247,2,1,0,4,22778.81,15486.30,C1706744318,1,0,19221.23,0,0
1060,2014-01-02 11:46:03,C439840377,1,2,1,5,14947.41,53631.83,C1499536744,1,0,26906.34,0,0
1067,2013-12-24 00:44:02,C748518452,3,1,2,3,25572.29,25582.42,C1593559516,1,2,19603.26,0,0
1069,2013-09-05 11:32:18,C622419092,2,1,3,1,2250.53,5323.61,null,null,null,0.00,0,0
1070,2013-11-18 12:08:37,C1750268093,1,1,1,4,2432.93,18127.50,C923301294,2,4,23072.22,0,0
1072,2013-12-20 06:05:10,F131506806,1,2,1,2,10532.07,24832.02,null,null,null,0.00,2,1
1073,2013-09-23 02:42:57,C69533925,3,1,0,4,26084.29,27174.45,C1466286527,1,0,10020.21,0,0
1075,2013-09-14 23:17:56,C1383763999,4,1,6,4,33910.50,7619.83,C1496078134,1,6,25524.88,0,0
1077,2013-11-22 06:01:32,C1810829239,1,1,3,5,15366.33,7067.01,C1495945878,1,0,1056.81,0,0
1078,2013-09-25 09:00:30,C87349858,4,1,0,1,13466.82,20872.17,null,null,null,0.00,0,0
1079,2013-12-07 05:25:27,C2031280246,3,1,4,1,34980.52,10497.75,null,null,null,0.00,0,0
1082,2014-02-03 10:10:40,C674270306,2,1,2,5,3413.87,34854.43,C1912961381,1,4,9134.72,0,0
1083,2013-10-01 18:37:42,C1875019307,4,1,0,3,7425.63,1149.17,C702954959,1,5,6808.66,0,0
1086,2014-02-14 00:42:33,C456672873,3,1,6,5,27339.64,29731.45,C410886089,1,6,26088.02,0,0
1087,2014-02-09 03:19:59,C702954959,1,1,6,3,3267.14,20916.78,F1431428477,2,1,26355.05,1,1
1090,2013-10-21 01:03:12,C59887072,2,1,0,5,16671.49,3365.25,C1747909273,1,4,24496.84,0,0
1091,2013-12-21 10:34:49,C750632600,4,2,2,4,36286.28,26544.03,C2121053254,2,0,84201.89,0,0
1092,2014-02-08 00:03:37,C83664374,4,1,1,3,33553.16,21107.56,C728200107,2,2,14024.15,0,0
1093,2013-11-05 10:11:31,C1663832994,2,1,0,5,9436.85,30521.72,C194422133,1,3,4776.07,0,0
1095,2013-09-29 10:14:03,C1156671257,1,2,0,3,73298.87,73788.87,C182998252,1,0,135632.73,0,0
1098,2014-01-08 09:10:41,C1141633833,2,1,1,3,26608.31,31713.97,C1814260800,1,1,31008.31,0,0
1100,2014-01-25 09:38:54,C1644281872,1,1,3,2,8736.70,19586.91,null,null,null,0.00,0,0
1102,2014-02-20 21:39:05,C1390988288,2,1,0,2,1680.19,21660.01,null,null,null,0.00,0,0
1103,2013-10-01 20:13:58,C972370591,2,1,0,4,10530.50,21828.05,C2045084353,1,5,12374.69,0,0
1104,2013-10-13 18:12:37,F1263515253,1,2,6,2,12911.54,32828.96,null,null,null,0.00,1,1
1106,2013-10-02 17:31:03,C921722825,1,1,6,5,7623.75,30634.57,F283407368,2,1,574.28,1,1
1110,2014-02-09 21:52:48,C583789257,2,1,0,2,873.53,21772.60,null,null,null,0.00,0,0
1111,2013-11-30 19:06:08,F131506806,1,2,1,2,28772.16,93739.98,null,null,null,0.00,2,1
1114,2014-02-07 11:09:27,C1135486179,2,2,0,2,72651.19,38538.97,null,null,null,0.00,0,0
1121,2013-09-20 23:04:16,C704764837,4,1,3,4,27866.23,21441.69,C799369348,1,4,15743.44,0,0
1122,2013-10-09 03:48:00,C425573507,1,1,1,1,23938.88,32332.54,null,null,null,0.00,0,0
1124,2014-01-14 10:20:41,C855020266,4,1,1,2,26336.19,27548.59,null,null,null,0.00,0,0
1125,2013-10-09 04:41:17,C738038049,1,1,6,3,12042.50,28634.96,F698858500,2,0,18035.86,3,1
1126,2013-09-14 08:10:44,C704764837,3,1,0,4,14784.25,17977.39,C666842428,1,6,15982.30,0,0
1127,2013-12-01 01:36:33,C1060999860,3,1,1,4,16595.18,5133.41,C480779844,2,0,841.48,0,0
1128,2013-10-20 06:21:08,C1496774047,2,1,5,1,1812.26,33157.41,null,null,null,0.00,0,0
1130,2013-12-21 03:23:39,C1685653927,1,2,1,2,43086.14,9383.46,null,null,null,0.00,0,0
1131,2013-11-19 20:50:50,C1154641966,2,1,3,3,23946.77,18343.87,F1456879531,2,2,29550.97,1,1
1133,2013-12-10 07:58:41,C108281132,4,1,5,2,10590.60,27902.11,null,null,null,0.00,0,0
1134,2014-01-30 08:45:02,C531614434,2,1,1,5,30400.97,13529.49,C249478905,1,0,13577.05,0,0
1136,2013-11-25 13:12:47,C2068808719,2,1,3,3,26087.55,12829.56,C1623184117,1,3,30913.75,0,0
1137,2013-09-22 11:31:08,F1749832834,1,2,4,2,73964.47,35372.99,null,null,null,0.00,1,1
1138,2013-12-26 17:11:35,C1256950636,2,1,3,5,12709.29,1749.92,C683864660,1,0,17846.58,0,0
1140,2013-09-08 02:20:07,F131506806,1,2,1,2,26859.25,13173.50,null,null,null,0.00,2,1
1141,2013-12-15 02:41:31,C1625853108,4,1,0,4,18076.81,4686.10,C1133056808,1,6,25324.79,0,0
1142,2013-11-22 00:56:09,C1103464225,2,2,6,4,15291.38,23579.99,C2038581322,1,5,121645.95,0,0
1143,2013-09-13 04:48:48,C690552116,3,1,3,1,33618.49,26929.70,null,null,null,0.00,0,0
1144,2013-10-08 15:22:27,C2024732986,2,1,1,4,23393.34,15470.30,C1991543395,1,6,21863.39,0,0
1148,2014-01-02 15:44:15,C491809540,1,1,3,1,34190.50,9532.39,null,null,null,0.00,0,0
1150,2014-03-09 21:37:57,C1152483382,1,1,0,2,6454.54,10159.46,null,null,null,0.00,0,0
1152,2013-12-27 10:49:35,C969586702,4,1,2,4,31839.57,8114.50,C844796629,1,0,21840.41,0,0
1154,2014-01-08 01:11:14,C32662331,2,1,2,4,10687.37,7444.05,C1252635259,2,1,8466.25,0,0
1155,2013-09-04 20:53:31,C1222988151,2,1,1,4,9479.17,20460.39,C2045084353,2,2,2796.54,0,0
1156,2013-12-13 11:55:36,C131506806,3,1,0,5,25543.21,32471.16,C1802185474,2,2,28405.25,0,0
1157,2014-01-16 17:58:55,C1113405264,4,1,1,3,23822.27,18860.98,C806651897,1,3,33519.17,0,0
1158,2014-02-06 19:57:39,F2055231414,1,2,5,4,39439.19,63027.94,null,null,null,0.00,2,1
1159,2013-12-25 08:55:27,C1083625945,4,1,1,4,30885.91,12220.31,C1572781375,2,0,30325.72,0,0
1163,2013-12-20 17:37:32,C897147087,1,1,6,5,22074.57,30410.52,C850101148,2,6,6915.19,0,0
1164,2013-09-16 04:15:28,C1651303380,1,2,6,2,132801.98,13609.24,null,null,null,0.00,0,0
1166,2013-11-25 07:15:10,C1165689317,1,1,3,3,14086.22,21438.94,C319212610,1,6,30853.52,0,0
1167,2014-02-17 03:14:14,C1519550907,4,1,5,5,31797.05,26723.61,C530293181,1,6,18288.32,0,0
1168,2013-10-26 04:10:34,C1177067914,3,1,4,5,8387.78,7668.84,C128683583,1,4,32098.79,0,0
1170,2014-01-13 02:13:21,C2135697900,4,2,6,5,111309.73,68081.08,C594735829,2,6,85190.42,0,0
1171,2014-03-01 15:50:19,C1707620737,2,1,3,2,32560.46,25000.51,null,null,null,0.00,0,0
1172,2013-09-23 19:07:16,C1554225521,3,2,0,3,24540.39,136433.67,C544287636,2,5,56729.48,0,0
1174,2013-11-16 18:22:48,C676188939,4,1,1,4,16069.50,13358.65,C341073463,1,4,7840.07,0,0
1176,2014-01-28 13:39:02,C703899723,1,1,1,5,10984.46,25484.24,C1850967490,1,1,3950.19,0,0
1177,2013-09-06 04:57:54,C949284614,4,1,6,4,23523.26,10105.22,C1884171537,1,6,15591.67,0,0
1178,2013-11-04 07:43:40,C363852544,4,1,6,4,16768.09,18930.98,C65760838,1,3,5734.24,0,0
1179,2013-09-12 16:21:51,C1482553286,4,1,0,2,617.94,32740.38,null,null,null,0.00,0,0
1180,2013-09-11 06:33:36,C1553141166,1,1,5,3,26353.58,20165.77,C578831243,1,0,22183.00,0,0
1181,2014-01-01 00:38:07,C1352616012,2,1,4,5,11300.76,27195.61,C440863226,1,4,3203.87,0,0
1182,2014-03-02 22:21:36,C276327391,2,1,0,4,30373.36,18868.30,C1781798417,1,0,9566.84,0,0
1183,2014-01-25 10:28:26,C738038049,3,1,1,4,13368.88,27945.05,C1336184865,1,1,17315.23,0,0
1184,2013-12-22 10:12:26,C65760838,1,1,0,4,23351.20,9925.80,C1610307172,1,0,15295.92,0,0
1185,2014-02-07 20:52:40,C1242802414,4,1,1,4,7429.52,18663.87,C60292764,2,0,15878.75,0,0
1187,2014-01-28 21:59:00,C1222988151,4,1,5,3,10789.61,16924.70,C1519550907,2,5,3428.46,0,0
1188,2014-02-09 11:55:01,C422801323,4,1,6,5,26802.48,29587.52,C57055251,1,6,15226.03,0,0
1190,2013-12-23 02:34:04,C1376552947,2,1,4,4,16039.24,9393.06,C1016423565,1,0,31837.33,0,0
1191,2013-11-09 05:30:05,C1951865687,2,1,5,1,29824.83,34115.58,null,null,null,0.00,0,0
1193,2013-09-21 20:18:34,C1879527378,4,1,0,1,10613.54,21587.11,null,null,null,0.00,0,0
1195,2013-09-21 15:22:01,C1165689317,2,1,1,3,5277.54,6117.18,C535051451,2,1,10046.57,0,0
1197,2013-10-20 14:15:53,C1179558163,4,1,2,4,1655.22,3201.09,C1821117830,1,5,32654.40,0,0
1199,2013-11-24 15:42:54,C1875686811,1,1,0,2,581.07,27527.96,null,null,null,0.00,0,0
1200,2014-03-03 21:23:19,C149446633,4,1,0,5,3539.37,15771.71,C1450603667,1,1,32964.24,0,0
1202,2013-10-19 21:30:27,C456672873,3,1,6,5,10936.79,26904.84,C1780092666,1,6,7914.77,0,0
1203,2013-12-21 12:47:45,C10294441,3,1,3,1,25965.54,15613.78,null,null,null,0.00,0,0
1204,2014-01-28 21:59:07,F1749832834,1,2,4,3,68014.27,114830.33,F549088027,2,3,95261.93,3,1
1207,2013-10-10 17:44:19,C1169127143,1,1,0,2,25183.15,4599.62,null,null,null,0.00,0,0
1209,2013-12-26 13:38:40,C1370686578,3,2,0,4,86637.63,7985.82,C856398846,1,1,139087.61,0,0
1212,2013-11-02 13:35:18,C891069156,4,1,5,4,13079.89,22191.34,C1814260800,1,4,10769.02,0,0
1213,2013-10-08 04:30:39,C2104208232,2,1,5,5,33398.56,283.15,C1916140750,1,2,26266.70,0,0
1214,2013-09-17 22:30:08,C510930382,2,1,1,2,7783.00,32353.31,null,null,null,0.00,0,0
1215,2013-09-10 08:18:46,C212157202,1,1,1,3,20902.87,26444.72,C1182731684,1,1,25598.47,0,0
1216,2013-10-17 20:57:58,C917178971,1,1,5,4,2083.27,25357.05,C1260682389,1,6,18240.65,0,0
1217,2013-12-17 23:03:57,C1959844124,4,1,0,5,2883.96,12073.87,F2055231414,2,5,33949.56,3,1
1218,2013-10-29 23:03:33,C44522351,3,1,2,5,26435.42,32303.66,C1019014919,1,2,17626.38,0,0
1219,2014-02-16 01:31:57,C445377745,4,1,6,2,32913.52,25441.58,null,null,null,0.00,0,0
1221,2013-11-29 09:58:11,C1191626674,3,2,4,2,74601.32,98063.95,null,null,null,0.00,0,0
1222,2014-01-15 22:20:35,C315780191,1,2,1,5,41231.88,123834.35,C987111477,1,0,27874.21,0,0
1224,2013-10-18 06:26:10,C97661272,2,1,4,1,33960.17,10011.78,null,null,null,0.00,0,0
1226,2013-11-20 04:42:02,C130056570,3,1,1,4,8269.80,18271.78,C1944313684,2,1,34194.61,0,0
1229,2014-02-13 09:31:02,C927403042,1,1,1,1,1200.53,20342.94,null,null,null,0.00,0,0
1230,2013-12-03 14:45:21,C1477922458,4,1,6,2,18574.90,25577.72,null,null,null,0.00,0,0
1231,2014-01-22 09:55:34,C1625507774,3,1,3,2,11890.77,14766.96,null,null,null,0.00,0,0
1232,2014-01-05 04:15:50,F1544896400,1,2,1,2,7760.40,30079.11,null,null,null,0.00,2,1
1234,2013-10-05 02:05:55,C1634198970,2,1,3,2,31727.13,6251.23,null,null,null,0.00,0,0
1235,2014-01-29 13:39:22,C1443135605,2,1,1,5,16485.70,2283.15,C283203067,1,0,3245.64,0,0
1237,2013-10-29 03:14:40,C595745009,4,1,5,4,10345.17,9439.56,C661082667,1,5,10843.64,0,0
1238,2014-02-20 05:56:52,C2143440003,2,1,5,3,1975.42,3431.73,F967291311,2,4,2614.83,1,1
1240,2014-02-04 04:06:38,C1322085103,3,1,0,5,24375.70,18724.58,C1855648418,1,1,16964.29,0,0
1243,2013-12-31 11:11:23,C149446633,1,1,3,3,26209.21,7801.12,C402387015,1,3,32633.65,0,0
1246,2013-12-09 00:36:48,C683776629,3,1,0,4,2381.04,11666.63,C1253343619,1,5,4076.71,0,0
1250,2014-02-05 23:10:22,C540319360,3,1,0,5,28005.93,16011.00,C1463709574,1,2,652.04,0,0
1252,2013-12-29 13:33:44,C857987316,1,2,5,2,72084.54,3460.85,null,null,null,0.00,0,0
1254,2013-11-10 02:18:41,C591666987,3,1,6,3,12130.37,29657.96,C1553383386,1,1,10932.11,0,0
1256,2013-11-18 09:16:30,C1896561093,4,1,1,4,26828.04,33869.17,C2099478136,2,4,8115.17,0,0
1257,2013-09-14 17:58:27,C172570019,2,1,0,4,31539.18,16450.78,C769657232,1,4,30105.91,0,0
1260,2013-11-25 22:00:41,C1806293932,1,1,0,4,29958.64,8328.84,C1107321498,1,0,8950.21,0,0
1261,2014-03-07 10:32:06,C315780191,2,1,3,1,3529.80,33399.12,null,null,null,0.00,0,0
1262,2013-12-12 17:45:05,C1370686578,4,1,3,3,24743.36,10832.37,C34859,1,2,23350.82,0,0
1263,2013-10-23 15:57:55,C497224280,3,1,4,2,21335.02,25989.63,null,null,null,0.00,0,0
1266,2013-11-17 18:27:53,C1879527378,3,2,0,5,121478.46,49989.72,C1552046916,1,0,28985.75,0,0
1267,2014-02-19 09:31:55,C538471155,4,1,1,4,32791.42,5974.08,C1779776008,1,5,23616.34,0,0
1268,2013-12-27 01:29:28,F890569311,1,2,2,4,76284.38,43614.60,null,null,null,0.00,3,1
1269,2013-09-27 09:23:00,C235612506,4,2,4,2,28097.62,8558.74,null,null,null,0.00,0,0
1276,2013-12-30 00:40:03,C595745009,3,2,5,5,65127.57,42638.74,F2055231414,2,5,69079.40,3,1
1277,2013-10-12 13:22:51,C1799379020,4,1,6,2,20669.01,12629.07,null,null,null,0.00,0,0
1279,2013-11-15 14:09:41,C625634317,3,1,3,1,19215.74,23153.51,null,null,null,0.00,0,0
1280,2014-02-05 14:10:47,C471116385,4,1,0,2,15710.74,1972.83,null,null,null,0.00,0,0
1283,2014-02-16 07:47:33,C644819974,3,1,0,3,24106.70,29238.63,C73594452,1,0,10990.68,0,0
1286,2014-01-29 01:45:29,C1844302865,2,1,1,3,29257.67,12155.23,C1430882443,1,2,23286.87,0,0
1288,2013-11-10 04:49:04,F1732672958,1,2,1,2,125012.12,24540.14,null,null,null,0.00,3,1
1291,2013-09-27 04:09:50,C1352327329,3,1,3,1,8763.23,374.41,null,null,null,0.00,0,0
1292,2013-10-05 17:14:48,C713209283,1,1,2,4,9838.90,15099.31,C164318389,1,0,22937.76,0,0
1294,2013-10-18 18:11:12,C1599432265,2,1,1,3,28357.13,5257.09,C908202031,2,1,15081.32,0,0
1296,2013-11-30 11:14:00,C1421360400,3,1,5,5,4623.35,15898.45,C1765559169,1,4,1260.65,0,0
1297,2014-03-08 13:01:29,C1182731684,4,1,0,1,14065.94,19019.46,null,null,null,0.00,0,0
